6.907420937791917126e-01,-3.196917363906833787e-01,2.060484896749065209e-01,-5.163425334442274250e-01,-8.513352752126462919e-01
-6.404820160497980419e-01,2.354172286574148121e+00,-3.823016583298718962e-01,1.000776275428093331e+00,2.077169764552273534e+00
7.807057459044076664e-01,-7.880190391759399615e-01,-7.366102891043215806e-01,1.188528771277872903e-01,2.256778525987523931e+00
1.423542664568353766e+00,5.366500089864674194e-01,-2.041747577587478268e-01,3.794446423064702367e-01,1.892446892304102679e-01
1.829081398137695491e-01,-8.754072624178951267e-01,-8.941939977857056299e-01,3.288070743418239350e-01,-1.159650674835462247e+00
-6.251108968174950986e-01,2.964438811842015978e-02,3.307941187991015330e-01,1.115749239610336341e+00,-1.253049793458230310e+00
-1.250000412881917766e+00,1.306314813029119781e+00,1.676490366752757755e+00,-1.044085422414630537e+00,-8.452235130764751414e-01
5.455611650869397478e-01,4.872344536191978298e-02,5.651251849254235876e-02,-7.806350203150212996e-01,7.196955498462430656e-01
-2.371628293016645739e-01,-2.700501035687110640e-01,-1.131238634712649516e+00,7.913416988960032539e-01,-3.613653037850585448e-01
-4.515161488355241143e-02,1.189796766771314074e+00,-1.046840952934668278e+00,-8.667712537351671132e-02,-1.558151986363316199e+00
-5.236412180070413314e-01,1.288218243816837916e+00,-1.541400432804328258e+00,2.356811467697794704e-01,1.603541733444710182e+00
5.487531156634444240e-01,-5.838033405437205170e-01,-1.111732529524027013e+00,-1.929611527207476751e+00,1.562326942945585717e+00
-4.208824904950207446e-01,-1.801981081238308136e+00,-1.021164973392729047e+00,-1.078096304369013048e+00,-4.951140426349145418e-01
2.388355616518678115e+00,9.229397931615681561e-01,4.843070808150058415e-01,1.197471549010474146e+00,1.833861588416104249e+00
5.281304277470079134e-01,1.441197455628865143e+00,-6.407622803762541563e-01,-8.627313376650566079e-01,-1.031598121621535524e+00
2.939484342094323965e-01,-2.629877384198377133e+00,1.324703095310686418e+00,-4.936678052440975906e-01,8.262886879976932830e-01
